"cage","mweight","lsize","ind","sex","day","wt"
"21",33.3,6,"75","F",1,3.3
"21",33.3,6,"75","F",2,3.9
"21",33.3,6,"75","F",3,4.3
"21",33.3,6,"75","F",4,5.1
"21",33.3,6,"75","F",5,5.4
"21",33.3,6,"75","F",7,6.3
"21",33.3,6,"75","F",9,7.4
"21",33.3,6,"75","F",11,8.2
"21",33.3,6,"75","F",13,10.2
"21",33.3,6,"75","F",15,11.4
"21",33.3,6,"75","F",18,13.8
"21",33.3,6,"76","M",0,2.7
"21",33.3,6,"76","M",1,3.5
"21",33.3,6,"76","M",2,4.1
"21",33.3,6,"76","M",3,4.7
"21",33.3,6,"76","M",4,5.5
"21",33.3,6,"76","M",5,6
"21",33.3,6,"76","M",7,6.9
"21",33.3,6,"76","M",9,8
"21",33.3,6,"76","M",11,9.1
"21",33.3,6,"76","M",13,11.2
"21",33.3,6,"76","M",15,12.6
"21",33.3,6,"76","M",18,15.1
"21",33.3,6,"77","F",0,1.7
"21",33.3,6,"77","F",1,2.1
"21",33.3,6,"77","F",2,2.7
"21",33.3,6,"77","F",3,3.1
"21",33.3,6,"77","F",4,3.7
"21",33.3,6,"77","F",5,4.2
"21",33.3,6,"77","F",7,5
"21",33.3,6,"77","F",9,6.1
"21",33.3,6,"77","F",11,6.7
"21",33.3,6,"77","F",13,8.1
"21",33.3,6,"77","F",15,9.2
"21",33.3,6,"77","F",18,11.4
"21",33.3,6,"78","M",0,2.7
"21",33.3,6,"78","M",1,3.4
"21",33.3,6,"78","M",2,4
"21",33.3,6,"78","M",3,4.5
"21",33.3,6,"78","M",4,5.3
"21",33.3,6,"78","M",5,5.9
"21",33.3,6,"78","M",7,6.9
"21",33.3,6,"78","M",9,8
"21",33.3,6,"78","M",11,9
"21",33.3,6,"78","M",13,10.8
"21",33.3,6,"78","M",15,12.2
"21",33.3,6,"78","M",18,14.4
"22",30.2,5,"79","M",0,1.8
"22",30.2,5,"79","M",1,2.1
"22",30.2,5,"79","M",2,2.4
"22",30.2,5,"79","M",3,2.8
"22",30.2,5,"79","M",4,3.2
"22",30.2,5,"79","M",5,3.5
"22",30.2,5,"79","M",7,4.5
"22",30.2,5,"79","M",9,5.4
"22",30.2,5,"79","M",11,6.5
"22",30.2,5,"79","M",13,7.3
"22",30.2,5,"79","M",15,9.2
"22",30.2,5,"79","M",18,10.6
"22",30.2,5,"80","M",0,2.6
"22",30.2,5,"80","M",1,2.7
"22",30.2,5,"80","M",2,3.2
"22",30.2,5,"80","M",3,3.7
"22",30.2,5,"80","M",4,4.2
"22",30.2,5,"80","M",5,4.5
"22",30.2,5,"80","M",7,5.3
"22",30.2,5,"80","M",9,6.5
"22",30.2,5,"80","M",11,7.7
"22",30.2,5,"80","M",13,8.9
"22",30.2,5,"80","M",15,10.6
"22",30.2,5,"80","M",18,11.8
"22",30.2,5,"81","M",0,2.5
"22",30.2,5,"81","M",1,2.7
"22",30.2,5,"81","M",2,3.1
"22",30.2,5,"81","M",3,3.7
"22",30.2,5,"81","M",4,4.2
"22",30.2,5,"81","M",5,4.3
"22",30.2,5,"81","M",7,5.2
"22",30.2,5,"81","M",9,6.5
"22",30.2,5,"81","M",11,7.7
"22",30.2,5,"81","M",13,8.9
"22",30.2,5,"81","M",15,10.8
"22",30.2,5,"81","M",18,12.5
"22",30.2,5,"82","M",0,2.3
"22",30.2,5,"82","M",1,2.5
"22",30.2,5,"82","M",2,2.9
"22",30.2,5,"82","M",3,3.5
"22",30.2,5,"82","M",4,4
"22",30.2,5,"82","M",5,4.1
"22",30.2,5,"82","M",7,4.9
"22",30.2,5,"82","M",9,6.2
"22",30.2,5,"82","M",11,7.3
"22",30.2,5,"82","M",13,8.4
"22",30.2,5,"82","M",15,10.4
"22",30.2,5,"82","M",18,12.8
"22",30.2,5,"83","M",0,2.3
"22",30.2,5,"83","M",1,2.5
"22",30.2,5,"83","M",2,3
"22",30.2,5,"83","M",3,3.5
"22",30.2,5,"83","M",4,4
"22",30.2,5,"83","M",5,4.2
"22",30.2,5,"83","M",7,4.8
"22",30.2,5,"83","M",9,6
"22",30.2,5,"83","M",11,7.1
"22",30.2,5,"83","M",13,7.8
"22",30.2,5,"83","M",15,9.2
"22",30.2,5,"83","M",18,11.5
"24",24,5,"103","M",0,2.6
"24",24,5,"103","M",1,2.4
"24",24,5,"103","M",2,3
"24",24,5,"103","M",3,3.5
"24",24,5,"103","M",4,4.1
"24",24,5,"103","M",5,4.6
"24",24,5,"103","M",7,5.9
"24",24,5,"103","M",9,6.4
"24",24,5,"103","M",11,6.9
"24",24,5,"103","M",13,8.4
"24",24,5,"103","M",15,9.1
"24",24,5,"103","M",18,10.9
"24",24,5,"104","M",0,2.2
"24",24,5,"104","M",1,2.6
"24",24,5,"104","M",2,3.1
"24",24,5,"104","M",3,3.9
"24",24,5,"104","M",4,4.5
"24",24,5,"104","M",5,5
"24",24,5,"104","M",7,6.4
"24",24,5,"104","M",9,7
"24",24,5,"104","M",11,7.5
"24",24,5,"104","M",13,8.5
"24",24,5,"104","M",15,9.7
"24",24,5,"104","M",18,11.7
"24",24,5,"105","M",0,2.3
"24",24,5,"105","M",1,2.7
"24",24,5,"105","M",2,3.5
"24",24,5,"105","M",3,4
"24",24,5,"105","M",4,4.5
"24",24,5,"105","M",5,5
"24",24,5,"105","M",7,6.4
"24",24,5,"105","M",9,6.8
"24",24,5,"105","M",11,7.6
"24",24,5,"105","M",13,9
"24",24,5,"105","M",15,10
"24",24,5,"105","M",18,11.6
"24",24,5,"106","M",0,2.5
"24",24,5,"106","M",1,2.9
"24",24,5,"106","M",2,3.6
"24",24,5,"106","M",3,4.2
"24",24,5,"106","M",4,4.8
"24",24,5,"106","M",5,5.3
"24",24,5,"106","M",7,6.9
"24",24,5,"106","M",9,7.4
"24",24,5,"106","M",11,8.1
"24",24,5,"106","M",13,9.9
"24",24,5,"106","M",15,10.8
"24",24,5,"106","M",18,13.3
"24",24,5,"107","M",0,2.5
"24",24,5,"107","M",1,2.9
"24",24,5,"107","M",2,3.6
"24",24,5,"107","M",3,4.2
"24",24,5,"107","M",4,4.8
"24",24,5,"107","M",5,5.4
"24",24,5,"107","M",7,6.9
"24",24,5,"107","M",9,7.3
"24",24,5,"107","M",11,8.2
"24",24,5,"107","M",13,10
"24",24,5,"107","M",15,11
"24",24,5,"107","M",18,13.1
"25",29,7,"84","M",0,2.4
"25",29,7,"84","M",1,2.6
"25",29,7,"84","M",2,3.1
"25",29,7,"84","M",3,3.6
"25",29,7,"84","M",4,4
"25",29,7,"84","M",5,4.5
"25",29,7,"84","M",7,5.7
"25",29,7,"84","M",9,7
"25",29,7,"84","M",11,7.9
"25",29,7,"84","M",13,9.6
"25",29,7,"84","M",15,9.9
"25",29,7,"84","M",18,12.9
"25",29,7,"85","M",0,2.1
"25",29,7,"85","M",1,2.4
"25",29,7,"85","M",2,2.7
"25",29,7,"85","M",3,3.2
"25",29,7,"85","M",4,3.7
"25",29,7,"85","M",5,4.2
"25",29,7,"85","M",7,5.4
"25",29,7,"85","M",9,6.6
"25",29,7,"85","M",11,7.7
"25",29,7,"85","M",13,9.6
"25",29,7,"85","M",15,10.6
"25",29,7,"85","M",18,12.8
"25",29,7,"86","F",0,2.3
"25",29,7,"86","F",1,2.5
"25",29,7,"86","F",2,2.9
"25",29,7,"86","F",3,3.5
"25",29,7,"86","F",4,4
"25",29,7,"86","F",5,4.5
"25",29,7,"86","F",7,5.8
"25",29,7,"86","F",9,6.7
"25",29,7,"86","F",11,7.9
"25",29,7,"86","F",13,9.6
"25",29,7,"86","F",15,10.7
"25",29,7,"86","F",18,12.7
"25",29,7,"87","F",0,2.2
"25",29,7,"87","F",1,2.4
"25",29,7,"87","F",2,2.8
"25",29,7,"87","F",3,3.4
"25",29,7,"87","F",4,3.8
"25",29,7,"87","F",5,4.3
"25",29,7,"87","F",7,5.8
"25",29,7,"87","F",9,6.8
"25",29,7,"87","F",11,8
"25",29,7,"87","F",13,9.4
"25",29,7,"87","F",15,10.6
"25",29,7,"87","F",18,12.5
"25",29,7,"88","M",0,2.3
"25",29,7,"88","M",1,2.6
"25",29,7,"88","M",2,3.1
"25",29,7,"88","M",3,3.5
"25",29,7,"88","M",4,3.9
"25",29,7,"88","M",5,4.3
"25",29,7,"88","M",7,5.3
"25",29,7,"88","M",9,6.5
"25",29,7,"88","M",11,7.3
"25",29,7,"88","M",13,9.5
"25",29,7,"88","M",15,10.9
"25",29,7,"88","M",18,13.6
"25",29,7,"89","F",0,2.4
"25",29,7,"89","F",1,2.8
"25",29,7,"89","F",2,3.1
"25",29,7,"89","F",3,3.8
"25",29,7,"89","F",4,4.3
"25",29,7,"89","F",5,4.8
"25",29,7,"89","F",7,6.2
"25",29,7,"89","F",9,7.1
"25",29,7,"89","F",11,8.1
"25",29,7,"89","F",13,10
"25",29,7,"89","F",15,11.1
"25",29,7,"89","F",18,13.3
"25",29,7,"90","F",0,1.8
"25",29,7,"90","F",1,2
"25",29,7,"90","F",2,2.3
"25",29,7,"90","F",3,2.9
"25",29,7,"90","F",4,3.3
"25",29,7,"90","F",5,3.7
"25",29,7,"90","F",7,4.8
"25",29,7,"90","F",9,6
"25",29,7,"90","F",11,7
"25",29,7,"90","F",13,8.55
"25",29,7,"90","F",15,9.9
"25",29,7,"90","F",18,11.8
"26",30.2,4,"91","F",0,2.2
"26",30.2,4,"91","F",1,2.7
"26",30.2,4,"91","F",2,3.3
"26",30.2,4,"91","F",3,4
"26",30.2,4,"91","F",4,4.8
"26",30.2,4,"91","F",5,5.2
"26",30.2,4,"91","F",7,6
"26",30.2,4,"91","F",9,7.1
"26",30.2,4,"91","F",11,8
"26",30.2,4,"91","F",13,9.4
"26",30.2,4,"91","F",15,10.9
"26",30.2,4,"91","F",18,13.2
"26",30.2,4,"92","F",0,2.6
"26",30.2,4,"92","F",1,3.2
"26",30.2,4,"92","F",2,4
"26",30.2,4,"92","F",3,4.7
"26",30.2,4,"92","F",4,5.4
"26",30.2,4,"92","F",5,6
"26",30.2,4,"92","F",7,6.5
"26",30.2,4,"92","F",9,7.5
"26",30.2,4,"92","F",11,8.9
"26",30.2,4,"92","F",13,10
"26",30.2,4,"92","F",15,12
"26",30.2,4,"92","F",18,15
"26",30.2,4,"93","F",0,2.6
"26",30.2,4,"93","F",1,3
"26",30.2,4,"93","F",2,3.8
"26",30.2,4,"93","F",3,4.3
"26",30.2,4,"93","F",4,5.1
"26",30.2,4,"93","F",5,5.5
"26",30.2,4,"93","F",7,6.1
"26",30.2,4,"93","F",9,7.1
"26",30.2,4,"93","F",11,8.1
"26",30.2,4,"93","F",13,9.2
"26",30.2,4,"93","F",15,11.3
"26",30.2,4,"93","F",18,14.3
"26",30.2,4,"94","F",0,2
"26",30.2,4,"94","F",1,2.4
"26",30.2,4,"94","F",2,2.9
"26",30.2,4,"94","F",3,3.6
"26",30.2,4,"94","F",4,4.3
"26",30.2,4,"94","F",5,4.8
"26",30.2,4,"94","F",7,5.5
"26",30.2,4,"94","F",9,6.5
"26",30.2,4,"94","F",11,7.6
"26",30.2,4,"94","F",13,8.9
"26",30.2,4,"94","F",15,11.2
"26",30.2,4,"94","F",18,13.6
"26",30.2,4,"95","F",0,2.3
"26",30.2,4,"95","F",1,2.8
"26",30.2,4,"95","F",2,3.4
"26",30.2,4,"95","F",3,3.9
"26",30.2,4,"95","F",4,4.8
"26",30.2,4,"95","F",5,5.2
"26",30.2,4,"95","F",7,5.9
"26",30.2,4,"95","F",9,7.3
"26",30.2,4,"95","F",11,8.1
"26",30.2,4,"95","F",13,9.2
"26",30.2,4,"95","F",15,11.1
"26",30.2,4,"95","F",18,13.8
